  0.0000000000E+00      17
  0.1500000000E+00       5     10      8      4
  0.3750000000E+00       6     10      6      7
  0.7125000000E+00       6     10      6      8      1
  0.1218750000E+01       6     10      6      9      0
  0.1978125000E+01       7     10      8     11      0
  0.3117187500E+01       8     10      9     10      1
  0.4825781250E+01       8     11      9      9      7      0
  0.7388671875E+01       9     11     10     10      9      5
  0.8527734375E+01      10     11     11     10     10      0
  0.9287109375E+01      11     11     11     11      4
  0.9793359375E+01      11     11     10     10      2
  0.1029960937E+02      11     10     10     10      3
  0.1080585937E+02      10      9      9      9      0
  0.1114335937E+02      10      9      9      8      0
  0.1148085937E+02       9      9      9      9      0
  0.1181835938E+02       9      9      8      7      0
  0.1215585938E+02       9      9      8      8      0
  0.1249335938E+02       9      9      8      8      0
  0.1283085938E+02       9      8      8      8      6      0
  0.1305585938E+02       9      8      7      7      0
  0.1328085938E+02       8      8      7      7      0
  0.1350585938E+02       8      7      7      7      0
  0.1373085937E+02       8      8      7      7      0
  0.1395585937E+02       8      7      7      7      4
  0.1418085937E+02       8      7      7      7      4
  0.1433085937E+02       7      7      7      6      0
  0.1448085937E+02       7      7      6      6      0
  0.1458085937E+02       7      7      6      5      0
  0.1468085937E+02       7      7      6      7      0
  0.1478085937E+02       7      6      6      6      6      0
  0.1488085937E+02       7      6      5      6      6      0
  0.1498085937E+02       7      6      5      6      0
  0.1508085937E+02       7      6      5      6      0
  0.1518085937E+02       7      7      6      6      0
  0.1528085937E+02       7      6      6      7      0
  0.1538085937E+02       7      6      5      6      0
  0.1548085937E+02       7      6      5      7      0
  0.1554752604E+02       7      7      6      4      0
  0.1561419271E+02       7      7      7      6      0
  0.1568085937E+02       7      6      6      5      0
  0.1574752604E+02       7      6      6      6      0
  0.1584752604E+02       7      6      5      7      0
  0.1594752604E+02       7      6      6      6      0
  0.1609752604E+02       7      6      6      6      0
  0.1624752604E+02       6      6      6      6      0
  0.1634752604E+02       6      7      6      4      0
  0.1644752604E+02       6      7      7      7      0
  0.1651419271E+02       6      7      7      0
  0.1658085937E+02       7      7      7      5
  0.1664752604E+02       7      7      7      7      0
  0.1671419271E+02       7      7      7      7      0
  0.1678085937E+02       7      7      6      7      0
  0.1688085937E+02       7      7      6      7      0
  0.1703085937E+02       7      7      6      6      0
  0.1718085937E+02       7      7      7      7      0
  0.1733085937E+02       7      7      7      7      0
  0.1748085937E+02       7      6      7      7      0
  0.1763085937E+02       7      7      7      6      0
  0.1778085937E+02       7      7      7      7      0
  0.1793085937E+02       7      7      7      7      0
  0.1808085937E+02       7      7      7      7      0
  0.1830585937E+02       7      7      6      7      0
  0.1853085937E+02       8      8      7      6      0
  0.1875585937E+02       8      8      7      6      0
  0.1898085937E+02       8      8      8      8      0
  0.1920585937E+02       8      8      8      8      0
  0.1943085937E+02       8      9      8      7      0
  0.1976835937E+02       8      8      8      8      0
  0.2010585937E+02       8      8      8      7      0
  0.2033085937E+02       8      8      8      0
  0.2055585937E+02       8      8      9      7      0
  0.2070585937E+02       8      8      9      0
  0.2085585937E+02       8      8      9      0
  0.2100585937E+02       8      8      8      6      0
  0.2115585937E+02       9      9      9      9      0
  0.2130585937E+02       9      8      8      8      0
  0.2153085937E+02       9      8      7      8      0
  0.2175585937E+02       9      8      7      7      0
  0.2209335937E+02       9      9      9      8      0
  0.2259960937E+02       9      9      9      8      0
  0.2335898437E+02       9      9     10      9      0
  0.2449804687E+02       9      9      9     10      0
  0.2563710937E+02      10      8      9      8      0
  0.2677617187E+02       8     10     11      0
  0.2848476562E+02       6     10     13      0
  0.3019335938E+02       7     14     19      0
  0.3190195313E+02      11     19     25      0
  0.3361054688E+02      10     25     25      0
  0.3531914063E+02      10     29     18
  0.3702773438E+02      10     33     11
  0.3873632812E+02      10     37      0
  0.4044492187E+02      10     42      0
  0.4215351562E+02       0     47      0
  0.4386210937E+02       0    146      0      0
  0.4557070312E+02       0     33
  0.4727929687E+02       0     28
  0.4898789062E+02       0      0
  0.5069648437E+02       0      0
  0.5240507812E+02       0      0
  0.5411367187E+02       0      0
