       13548 ! # of nodes 
       80705           2 ! # of edges , # of node for edges
   7.1373722383639565E-002  0.22329553413435146        0.0000000000000000     
   6.3252888212749478E-002  0.23584783345105143        0.0000000000000000     
   6.1160897201113673E-002  0.22559132253398265        0.0000000000000000     
   6.5262502599167577E-002  0.22824489670646186        0.0000000000000000     
  0.60682195318236865       0.13622718915800214        0.0000000000000000     
  0.61189929599652171       0.11869371474154367        0.0000000000000000     
  0.61602283597492735       0.13346912095066527        0.0000000000000000     
  0.61158136171793931       0.12946334161673703        0.0000000000000000     
   7.9573156430687103E-002  0.39376216521224205        0.0000000000000000     
   8.6043412694568569E-002  0.38093834220722811        0.0000000000000000     
   9.3412805827122081E-002  0.38931510148389403        0.0000000000000000     
   8.6343124984125913E-002  0.38800520296778807        0.0000000000000000     
  0.10191231636712120       0.52535518889457011        0.0000000000000000     
  0.10602074944768308       0.51124958417025701        0.0000000000000000     
  0.11658661316296084       0.52607095461296538        0.0000000000000000     
  0.10817322632592170       0.52089190922593087        0.0000000000000000     
  0.10591117027603369       0.65825219746050845        0.0000000000000000     
  0.10973575911885915       0.66796790842160292        0.0000000000000000     
  0.10042755713064980       0.66596234464750648        0.0000000000000000     
  0.10535816217518088       0.66406081684320584        0.0000000000000000     
   5.7234377508409345E-002  0.26528132326840237        0.0000000000000000     
   4.2973977433522617E-002  0.25605541642083129        0.0000000000000000     
   5.6787635284185234E-002  0.25033781005523137        0.0000000000000000     
   5.2331996742039068E-002  0.25722484991482164        0.0000000000000000     
  0.15481527602448020       0.52287881947626214        0.0000000000000000     
  0.16227375211574041       0.52901527790504899        0.0000000000000000     
  0.14880809860721433       0.53850381947626214        0.0000000000000000     
  0.15529904224914498       0.53013263895252449        0.0000000000000000     
  0.41951217815711989       0.75192203324221707        0.0000000000000000     
  0.42388232696527234       0.73952191994647554        0.0000000000000000     
  0.42907209173364197       0.75684106168287091        0.0000000000000000     
  0.42415553228534475       0.74942833829052113        0.0000000000000000     
  0.42771968019477546       0.44714509774993183        0.0000000000000000     
  0.44126327680570748       0.45842047635946559        0.0000000000000000     
  0.42957449784421825       0.46444853145183412        0.0000000000000000     
  0.43285248494823370       0.45667136852041051        0.0000000000000000     
  0.88622018484789522       0.20165909344487037        0.0000000000000000     
  0.88108400276306287       0.19169023347084108        0.0000000000000000     
  0.89852922638247767       0.18900962833701707        0.0000000000000000     
  0.88861113799781200       0.19411965175090951        0.0000000000000000     
  0.62053663942160175       0.23210919743072023        0.0000000000000000     
  0.62110406176338351       0.24390288237824392        0.0000000000000000     
  0.60998366939531579       0.23740521446049945        0.0000000000000000     
  0.61720812352676702       0.23780576475648788        0.0000000000000000     
  0.38181409405496841       0.22195740520873386        0.0000000000000000     
  0.37646859488172663       0.20606913898785187        0.0000000000000000     
  0.39033088531421400       0.21549507495634412        0.0000000000000000     
  0.38287119141696968       0.21450720638430992        0.0000000000000000     
  0.95833997704385165       0.65345902714947868        0.0000000000000000     
  0.96918793632475708       0.65873588847859588        0.0000000000000000     
  0.95979504991083808       0.66630537795029299        0.0000000000000000     
  0.96244098775981568       0.65950009785945585        0.0000000000000000     
  0.68451479060874232       0.36595758804881895        0.0000000000000000     
  0.67636279122747500       0.37689300576538665        0.0000000000000000     
